	address	geoloc	healthgrade_rating	name	ratemds_rating	ucomphealthcare_rating	vitals_rating
310	Mountain View, CA 94040	37.3855,-122.088		DOC#310	3.5	5.0	
311	Mountain View, CA 94040	37.3855,-122.088	3.9	DOC#311		4.0	3.0
312	Mountain View, CA 94040	37.3855,-122.088	3.6	DOC#312	3.0	3.0	2.5
313	Mountain View, CA 94040	37.3855,-122.088	3.7	DOC#313	3.0	5.0	4.0
314	Mountain View, CA 94040	37.3855,-122.088	4.7	DOC#314			3.0
315	Mountain View, CA 94040	37.3855,-122.088		DOC#315	4.3	5.0	4.0
316	Mountain View, CA 94040	37.3855,-122.088	2.8	DOC#316	2.4	3.0	2.5
317	Mountain View, CA 94040	37.3855,-122.088	4.4	DOC#317		4.0	3.5
318	Mountain View, CA 94040	37.3855,-122.088		DOC#318		1.0	1.0
319	Mountain View, CA 94040	37.3855,-122.088	4.3	DOC#319			
320	Mountain View, CA 94040	37.3855,-122.088		DOC#320	5.0	5.0	4.0
321	Mountain View, CA 94040	37.3855,-122.088		DOC#321	3.8	5.0	3.0
322	Mountain View, CA 94040	37.3855,-122.088	3.8	DOC#322		3.0	4.0
323	Mountain View, CA 94040	37.3855,-122.088	4.5	DOC#323	4.0	3.0	3.0
324	Mountain View, CA 94040	37.3855,-122.088	3.8	DOC#324		3.0	2.5
325	Mountain View, CA 94040	37.3855,-122.088	4.7	DOC#325		2.0	
326	Mountain View, CA 94040	37.3855,-122.088		DOC#326			
327	Mountain View, CA 94040	37.3855,-122.088	3.2	DOC#327	1.0	5.0	
328	Mountain View, CA 94040	37.3855,-122.088	2.9	DOC#328			1.5
329	Mountain View, CA 94040	37.3855,-122.088	4.5	DOC#329	4.5	4.0	
330	Mountain View, CA 94040	37.3855,-122.088		DOC#330		5.0	4.0
331	Mountain View, CA 94040	37.3855,-122.088		DOC#331			
332	Mountain View, CA 94040	37.3855,-122.088		DOC#332		5.0	4.0
333	Mountain View, CA 94040	37.3855,-122.088		DOC#333	3.6	5.0	3.5
334	Mountain View, CA 94040	37.3855,-122.088		DOC#334	4.0	5.0	
335	Mountain View, CA 94040	37.3855,-122.088	3.7	DOC#335			4.0
336	Mountain View, CA 94040	37.3855,-122.088	3.3	DOC#336	3.5	4.0	
337	Mountain View, CA 94040	37.3855,-122.088		DOC#337	4.3		4.0
338	Mountain View, CA 94040	37.3855,-122.088	2.5	DOC#338	4.8	5.0	4.0
339	Mountain View, CA 94040	37.3855,-122.088		DOC#339		5.0	3.5
340	Mountain View, CA 94040	37.3855,-122.088	4.3	DOC#340	3.9	4.0	3.5
341	Mountain View, CA 94040	37.3855,-122.088	3.8	DOC#341	3.6	4.0	3.0
342	Mountain View, CA 94040	37.3855,-122.088	4.1	DOC#342	4.8	5.0	4.0
343	Mountain View, CA 94040	37.3855,-122.088		DOC#343	3.6		
344	Mountain View, CA 94040	37.3855,-122.088		DOC#344			
345	Mountain View, CA 94040	37.3855,-122.088		DOC#345		5.0	
346	Mountain View, CA 94040	37.3855,-122.088	3.7	DOC#346	3.7	1.0	3.0
347	Mountain View, CA 94040	37.3855,-122.088		DOC#347	4.0	4.0	3.0
348	Mountain View, CA 94040	37.3855,-122.088	2.4	DOC#348		3.0	1.5
349	Mountain View, CA 94040	37.3855,-122.088		DOC#349	3.5	5.0	
350	Mountain View, CA 94040	37.3855,-122.088	2.8	DOC#350		3.0	2.5
351	Mountain View, CA 94040	37.3855,-122.088	4.4	DOC#351			
352	Mountain View, CA 94040	37.3855,-122.088	3.8	DOC#352	3.8	3.0	2.0
353	Mountain View, CA 94040	37.3855,-122.088		DOC#353		5.0	3.5
354	Mountain View, CA 94040	37.3855,-122.088	4.2	DOC#354		5.0	4.0
355	Mountain View, CA 94040	37.3855,-122.088		DOC#355			
356	Mountain View, CA 94040	37.3855,-122.088	4.5	DOC#356	4.3	3.0	2.0
357	Mountain View, CA 94040	37.3855,-122.088	2.3	DOC#357			2.5
358	Mountain View, CA 94040	37.3855,-122.088		DOC#358	1.0	5.0	2.5
359	Mountain View, CA 94040	37.3855,-122.088	4.7	DOC#359	3.6	4.0	3.0
360	Mountain View, CA 94040	37.3855,-122.088		DOC#360	4.3	4.0	3.0
361	Mountain View, CA 94040	37.3855,-122.088	3.9	DOC#361	5.0	3.0	3.5
362	Mountain View, CA 94040	37.3855,-122.088		DOC#362		1.0	2.5
363	Mountain View, CA 94040	37.3855,-122.088		DOC#363			
364	Mountain View, CA 94040	37.3855,-122.088		DOC#364		5.0	
365	Mountain View, CA 94040	37.3855,-122.088		DOC#365			4.0
366	Mountain View, CA 94040	37.3855,-122.088		DOC#366			4.0
367	Mountain View, CA 94040	37.3855,-122.088	3.9	DOC#367	4.4	5.0	3.5
368	Mountain View, CA 94041	37.3893,-122.0783		DOC#368			1.0
369	Mountain View, CA 94040	37.3855,-122.088		DOC#369		5.0	4.0
370	Mountain View, CA 94040	37.3855,-122.088	4.7	DOC#370	3.2	3.0	2.5
371	Mountain View, CA 94040	37.3855,-122.088		DOC#371	5.0		4.0
372	Mountain View, CA 94040	37.3855,-122.088		DOC#372		5.0	4.0
373	Mountain View, CA 94040	37.3855,-122.088		DOC#373	5.0	5.0	4.0
374	Mountain View, CA 94040	37.3855,-122.088	4.9	DOC#374	5.0	5.0	4.0
375	Mountain View, CA 94040	37.3855,-122.088	4.4	DOC#375	4.8	4.0	
376	Mountain View, CA 94040	37.3855,-122.088		DOC#376			
377	Mountain View, CA 94040	37.3855,-122.088	3.2	DOC#377			
378	Mountain View, CA 94040	37.3855,-122.088	3.7	DOC#378			
379	Mountain View, CA 94040	37.3855,-122.088		DOC#379			
380	Mountain View, CA 94040	37.3855,-122.088		DOC#380		3.0	3.0
381	Mountain View, CA 94040	37.3855,-122.088		DOC#381			
382	Los Altos, CA 94024	37.3547,-122.0862		DOC#382			
383	Los Altos, CA 94024	37.3547,-122.0862		DOC#383		5.0	4.0
384	Los Altos, CA 94024	37.3547,-122.0862	3.6	DOC#384		5.0	
385	Los Altos, CA 94024	37.3547,-122.0862		DOC#385	3.4	5.0	4.0
386	Los Altos, CA 94024	37.3547,-122.0862		DOC#386			
387	Los Altos, CA 94022	37.3814,-122.1258		DOC#387	4.3	4.0	3.0
388	Sunnyvale, CA 94087	37.3502,-122.0349	3.3	DOC#388		2.0	2.5
389	Los Altos, CA 94022	37.3814,-122.1258	3.8	DOC#389	1.0	4.0	3.0
390	Sunnyvale, CA 94087	37.3502,-122.0349	3.4	DOC#390	4.5		
391	Sunnyvale, CA 94087	37.3502,-122.0349	4.3	DOC#391		5.0	4.0
392	Palo Alto, CA 94303	37.4673,-122.1388		DOC#392	3.8	5.0	4.0
393	Sunnyvale, CA 94087	37.3502,-122.0349		DOC#393		4.0	3.0
394	Sunnyvale, CA 94087	37.3502,-122.0349	4.2	DOC#394	3.7	4.0	
395	Sunnyvale, CA 94087	37.3502,-122.0349	1.8	DOC#395		2.0	
396	Sunnyvale, CA 94087	37.3502,-122.0349	2.7	DOC#396	2.8	4.0	
397	Sunnyvale, CA 94087	37.3502,-122.0349	4.2	DOC#397			4.0
398	Palo Alto, CA 94304	37.4334,-122.1842		DOC#398			
399	Palo Alto, CA 94304	37.4334,-122.1842		DOC#399			
400	Palo Alto, CA 94304	37.4334,-122.1842		DOC#400			
401	Palo Alto, CA 94304	37.4334,-122.1842		DOC#401			
402	Cupertino, CA 95014	37.318,-122.0449		DOC#402		3.0	1.0
403	Sunnyvale, CA 94087	37.3502,-122.0349		DOC#403		5.0	4.0
404	Cupertino, CA 95014	37.318,-122.0449	3.3	DOC#404			
405	Palo Alto, CA 94301	37.4443,-122.1497	4.4	DOC#405	5.0	5.0	3.5
406	Palo Alto, CA 94306	37.418,-122.1274		DOC#406		5.0	4.0
407	Palo Alto, CA 94306	37.418,-122.1274	3.9	DOC#407	2.6	5.0	4.0
408	Stanford, CA 94305	37.4236,-122.1619		DOC#408			
409	Stanford, CA 94305	37.4236,-122.1619		DOC#409			3.5
410	Palo Alto, CA 94303	37.4673,-122.1388		DOC#410		3.0	
411	Palo Alto, CA 94303	37.4673,-122.1388	3.7	DOC#411	3.6		
412	Palo Alto, CA 94303	37.4673,-122.1388		DOC#412		1.0	
413	Palo Alto, CA 94303	37.4673,-122.1388		DOC#413	4.7		
414	Palo Alto, CA 94303	37.4673,-122.1388		DOC#414			
415	Palo Alto, CA 94303	37.4673,-122.1388		DOC#415			
416	Palo Alto, CA 94303	37.4673,-122.1388	2.2	DOC#416	4.5	4.0	3.0
417	Palo Alto, CA 94303	37.4673,-122.1388		DOC#417	4.3		
418	Palo Alto, CA 94303	37.4673,-122.1388	4.6	DOC#418	4.1		4.0
419	Palo Alto, CA 94303	37.4673,-122.1388		DOC#419	4.0	5.0	4.0
420	Palo Alto, CA 94303	37.4673,-122.1388	4.4	DOC#420	5.0	5.0	4.0
421	Palo Alto, CA 94303	37.4673,-122.1388	4.5	DOC#421			
422	Palo Alto, CA 94303	37.4673,-122.1388	4.4	DOC#422		5.0	
423	Palo Alto, CA 94303	37.4673,-122.1388	4.7	DOC#423	4.1	5.0	4.0
424	Palo Alto, CA 94303	37.4673,-122.1388	4.3	DOC#424	4.2		
425	Palo Alto, CA 94303	37.4673,-122.1388	4.6	DOC#425		5.0	3.0
426	Palo Alto, CA 94303	37.4673,-122.1388		DOC#426	5.0	5.0	
427	Palo Alto, CA 94303	37.4673,-122.1388	4.5	DOC#427	5.0	5.0	3.5
428	Palo Alto, CA 94301	37.4443,-122.1497		DOC#428			
429	Palo Alto, CA 94301	37.4443,-122.1497	2.7	DOC#429		4.0	2.0
430	Palo Alto, CA 94301	37.4443,-122.1497	4.4	DOC#430	5.0	5.0	3.5
431	Palo Alto, CA 94301	37.4443,-122.1497		DOC#431			
432	Palo Alto, CA 94301	37.4443,-122.1497		DOC#432		1.0	
433	Palo Alto, CA 94301	37.4443,-122.1497		DOC#433		5.0	
434	Palo Alto, CA 94301	37.4443,-122.1497		DOC#434			4.0
435	Palo Alto, CA 94301	37.4443,-122.1497		DOC#435			
436	Palo Alto, CA 94301	37.4443,-122.1497		DOC#436			4.0
437	Palo Alto, CA 94301	37.4443,-122.1497		DOC#437			
438	Palo Alto, CA 94301	37.4443,-122.1497		DOC#438			
439	Palo Alto, CA 94301	37.4443,-122.1497		DOC#439		1.0	
440	Palo Alto, CA 94301	37.4443,-122.1497		DOC#440		5.0	
441	Palo Alto, CA 94301	37.4443,-122.1497		DOC#441			
442	Palo Alto, CA 94301	37.4443,-122.1497		DOC#442		5.0	
443	Palo Alto, CA 94301	37.4443,-122.1497		DOC#443		5.0	
444	Palo Alto, CA 94301	37.4443,-122.1497		DOC#444			
445	Palo Alto, CA 94301	37.4443,-122.1497	3.3	DOC#445			1.0
446	Palo Alto, CA 94301	37.4443,-122.1497		DOC#446		4.0	
447	Palo Alto, CA 94301	37.4443,-122.1497		DOC#447	5.0		
448	Palo Alto, CA 94301	37.4443,-122.1497		DOC#448	5.0	5.0	2.5
449	San Mateo, CA 94403	37.5395,-122.2998		DOC#449			4.0
450	Menlo Park, CA 94025	37.4396,-122.1864		DOC#450			
451	Palo Alto, CA 94301	37.4443,-122.1497	3.7	DOC#451		1.0	
452	Palo Alto, CA 94306	37.418,-122.1274		DOC#452		5.0	4.0
453	Palo Alto, CA 94306	37.418,-122.1274	3.9	DOC#453	2.6	5.0	4.0
454	Palo Alto, CA 94301	37.4443,-122.1497		DOC#454			
455	Palo Alto, CA 94301	37.4443,-122.1497		DOC#455			
456	Palo Alto, CA 94301	37.4443,-122.1497	4.7	DOC#456		5.0	4.0
457	Palo Alto, CA 94301	37.4443,-122.1497	4.8	DOC#457	5.0	5.0	4.0
458	Palo Alto, CA 94301	37.4443,-122.1497		DOC#458		5.0	3.0
459	Palo Alto, CA 94301	37.4443,-122.1497		DOC#459	2.8	4.0	3.5
460	Palo Alto, CA 94301	37.4443,-122.1497		DOC#460	3.7	3.0	2.5
461	Palo Alto, CA 94301	37.4443,-122.1497		DOC#461	5.0		3.0
462	Palo Alto, CA 94301	37.4443,-122.1497		DOC#462	2.6	5.0	3.5
463	Palo Alto, CA 94301	37.4443,-122.1497		DOC#463	3.8	3.0	2.5
464	Palo Alto, CA 94301	37.4443,-122.1497		DOC#464	4.5		4.0
465	Palo Alto, CA 94301	37.4443,-122.1497		DOC#465			
466	Palo Alto, CA 94301	37.4443,-122.1497		DOC#466			2.5
467	Palo Alto, CA 94301	37.4443,-122.1497		DOC#467	2.0	1.0	
468	Palo Alto, CA 94303	37.4673,-122.1388		DOC#468	3.8	5.0	4.0
469	Menlo Park, CA 94025	37.4396,-122.1864	4.7	DOC#469	5.0	5.0	3.5
470	Menlo Park, CA 94025	37.4396,-122.1864		DOC#470	5.0	3.0	4.0
471	Menlo Park, CA 94025	37.4396,-122.1864		DOC#471			
472	Menlo Park, CA 94025	37.4396,-122.1864		DOC#472		5.0	4.0
473	Menlo Park, CA 94025	37.4396,-122.1864	3.9	DOC#473		4.0	3.0
474	Menlo Park, CA 94025	37.4396,-122.1864		DOC#474			
475	Menlo Park, CA 94025	37.4396,-122.1864	3.9	DOC#475		3.0	4.0
476	Menlo Park, CA 94025	37.4396,-122.1864	4.1	DOC#476		3.0	3.0
477	Menlo Park, CA 94025	37.4396,-122.1864		DOC#477			
478	Menlo Park, CA 94025	37.4396,-122.1864		DOC#478			4.0
479	Menlo Park, CA 94025	37.4396,-122.1864		DOC#479			
480	Menlo Park, CA 94025	37.4396,-122.1864	3.5	DOC#480		5.0	4.0
481	Menlo Park, CA 94025	37.4396,-122.1864	4.3	DOC#481	3.1		4.0
482	Menlo Park, CA 94025	37.4396,-122.1864	3.7	DOC#482	5.0	5.0	4.0
483	Menlo Park, CA 94025	37.4396,-122.1864		DOC#483	5.0		
484	Menlo Park, CA 94025	37.4396,-122.1864		DOC#484			3.0
485	Menlo Park, CA 94025	37.4396,-122.1864		DOC#485		1.0	2.5
486	Menlo Park, CA 94025	37.4396,-122.1864	4.4	DOC#486	4.3	5.0	3.5
487	Palo Alto, CA 94304	37.4334,-122.1842		DOC#487			3.0
488	Stanford, CA 94305	37.4236,-122.1619		DOC#488			1.0
489	Palo Alto, CA 94304	37.4334,-122.1842		DOC#489		5.0	4.0
490	Palo Alto, CA 94304	37.4334,-122.1842		DOC#490			
491	Palo Alto, CA 94304	37.4334,-122.1842		DOC#491			
492	Palo Alto, CA 94304	37.4334,-122.1842		DOC#492			
493	Palo Alto, CA 94304	37.4334,-122.1842		DOC#493		3.0	
494	Palo Alto, CA 94304	37.4334,-122.1842	4.2	DOC#494			4.0
495	Palo Alto, CA 94304	37.4334,-122.1842		DOC#495		5.0	
496	Palo Alto, CA 94304	37.4334,-122.1842		DOC#496		5.0	
497	Palo Alto, CA 94304	37.4334,-122.1842		DOC#497	5.0	5.0	4.0
498	Palo Alto, CA 94304	37.4334,-122.1842		DOC#498			1.0
499	Palo Alto, CA 94304	37.4334,-122.1842		DOC#499			
500	Palo Alto, CA 94304	37.4334,-122.1842		DOC#500			
501	Palo Alto, CA 94304	37.4334,-122.1842		DOC#501		5.0	4.0
502	Palo Alto, CA 94304	37.4334,-122.1842	4.2	DOC#502	3.3	4.0	4.0
503	Palo Alto, CA 94304	37.4334,-122.1842	3.4	DOC#503	2.3	5.0	3.0
504	Palo Alto, CA 94304	37.4334,-122.1842		DOC#504	5.0		3.0
505	Palo Alto, CA 94304	37.4334,-122.1842	3.7	DOC#505		5.0	2.5
506	Palo Alto, CA 94304	37.4334,-122.1842	2.8	DOC#506	1.5	2.0	2.5
507	Palo Alto, CA 94304	37.4334,-122.1842		DOC#507		5.0	4.0
508	Palo Alto, CA 94304	37.4334,-122.1842	4.5	DOC#508	4.0	5.0	1.0
509	Palo Alto, CA 94304	37.4334,-122.1842		DOC#509	5.0	5.0	4.0
510	Palo Alto, CA 94304	37.4334,-122.1842		DOC#510			
511	Palo Alto, CA 94304	37.4334,-122.1842	4.2	DOC#511			
512	Palo Alto, CA 94304	37.4334,-122.1842		DOC#512		5.0	
513	Palo Alto, CA 94304	37.4334,-122.1842		DOC#513			
514	Palo Alto, CA 94304	37.4334,-122.1842		DOC#514			
515	Palo Alto, CA 94304	37.4334,-122.1842		DOC#515	3.9	5.0	4.0
516	Palo Alto, CA 94304	37.4334,-122.1842		DOC#516	4.5	4.0	3.5
517	Palo Alto, CA 94304	37.4334,-122.1842	3.7	DOC#517		5.0	4.0
518	Palo Alto, CA 94304	37.4334,-122.1842		DOC#518		5.0	4.0
519	Palo Alto, CA 94304	37.4334,-122.1842		DOC#519			
520	Palo Alto, CA 94304	37.4334,-122.1842		DOC#520	3.8	3.0	2.0
521	Stanford, CA 94305	37.4236,-122.1619		DOC#521		5.0	4.0
522	Palo Alto, CA 94304	37.4334,-122.1842		DOC#522		5.0	
523	Palo Alto, CA 94304	37.4334,-122.1842		DOC#523	5.0	5.0	4.0
524	Palo Alto, CA 94304	37.4334,-122.1842		DOC#524			
525	Palo Alto, CA 94304	37.4334,-122.1842	2.8	DOC#525	1.0	3.0	1.0
526	Palo Alto, CA 94304	37.4334,-122.1842		DOC#526			
527	Palo Alto, CA 94304	37.4334,-122.1842		DOC#527			
528	Palo Alto, CA 94304	37.4334,-122.1842		DOC#528			
529	Palo Alto, CA 94304	37.4334,-122.1842		DOC#529		5.0	4.0
530	Palo Alto, CA 94304	37.4334,-122.1842	4.8	DOC#530		5.0	3.0
531	Stanford, CA 94305	37.4236,-122.1619		DOC#531			4.0
532	Palo Alto, CA 94304	37.4334,-122.1842		DOC#532			
533	Palo Alto, CA 94304	37.4334,-122.1842		DOC#533			
534	Palo Alto, CA 94304	37.4334,-122.1842		DOC#534			4.0
535	Stanford, CA 94305	37.4236,-122.1619		DOC#535	4.2		4.0
536	Palo Alto, CA 94304	37.4334,-122.1842		DOC#536		5.0	4.0
537	Stanford, CA 94305	37.4236,-122.1619		DOC#537			
538	Palo Alto, CA 94304	37.4334,-122.1842		DOC#538		1.0	
539	Palo Alto, CA 94304	37.4334,-122.1842		DOC#539	5.0		4.0
540	Palo Alto, CA 94304	37.4334,-122.1842		DOC#540			
541	Palo Alto, CA 94304	37.4334,-122.1842		DOC#541			
542	Palo Alto, CA 94304	37.4334,-122.1842		DOC#542		2.0	2.5
543	Palo Alto, CA 94304	37.4334,-122.1842		DOC#543		5.0	4.0
544	Palo Alto, CA 94304	37.4334,-122.1842	3.7	DOC#544		5.0	4.0
545	Palo Alto, CA 94304	37.4334,-122.1842		DOC#545			
546	Palo Alto, CA 94304	37.4334,-122.1842		DOC#546			
547	Palo Alto, CA 94304	37.4334,-122.1842		DOC#547			
548	Palo Alto, CA 94304	37.4334,-122.1842	3.7	DOC#548		5.0	4.0
549	Palo Alto, CA 94304	37.4334,-122.1842	4.4	DOC#549		1.0	2.5
550	Palo Alto, CA 94304	37.4334,-122.1842		DOC#550		5.0	4.0
551	Palo Alto, CA 94304	37.4334,-122.1842		DOC#551			
552	Palo Alto, CA 94304	37.4334,-122.1842		DOC#552			
553	Palo Alto, CA 94304	37.4334,-122.1842		DOC#553			
554	Palo Alto, CA 94304	37.4334,-122.1842		DOC#554			
555	Palo Alto, CA 94304	37.4334,-122.1842		DOC#555			
556	Palo Alto, CA 94304	37.4334,-122.1842		DOC#556			
557	Palo Alto, CA 94304	37.4334,-122.1842		DOC#557			4.0
558	Palo Alto, CA 94304	37.4334,-122.1842		DOC#558		5.0	4.0
559	Palo Alto, CA 94304	37.4334,-122.1842		DOC#559			
560	Palo Alto, CA 94304	37.4334,-122.1842		DOC#560			
561	Palo Alto, CA 94304	37.4334,-122.1842		DOC#561			
562	Palo Alto, CA 94304	37.4334,-122.1842		DOC#562			1.0
563	Palo Alto, CA 94304	37.4334,-122.1842		DOC#563			1.0
564	Palo Alto, CA 94304	37.4334,-122.1842		DOC#564		5.0	3.0
565	Palo Alto, CA 94304	37.4334,-122.1842		DOC#565	3.5	5.0	4.0
566	Palo Alto, CA 94304	37.4334,-122.1842		DOC#566		5.0	4.0
567	Palo Alto, CA 94304	37.4334,-122.1842		DOC#567		5.0	2.5
568	Palo Alto, CA 94304	37.4334,-122.1842		DOC#568			3.0
569	Palo Alto, CA 94304	37.4334,-122.1842		DOC#569		5.0	2.5
570	Palo Alto, CA 94304	37.4334,-122.1842		DOC#570		5.0	
571	Palo Alto, CA 94304	37.4334,-122.1842		DOC#571			4.0
572	Palo Alto, CA 94304	37.4334,-122.1842		DOC#572			
573	Palo Alto, CA 94304	37.4334,-122.1842		DOC#573		1.0	4.0
574	Palo Alto, CA 94304	37.4334,-122.1842	2.9	DOC#574	4.0		2.5
575	Palo Alto, CA 94304	37.4334,-122.1842		DOC#575		5.0	4.0
576	Palo Alto, CA 94304	37.4334,-122.1842	4.3	DOC#576			
577	Palo Alto, CA 94304	37.4334,-122.1842		DOC#577			
578	Palo Alto, CA 94304	37.4334,-122.1842		DOC#578			
579	Palo Alto, CA 94304	37.4334,-122.1842		DOC#579	4.1		2.5
580	Palo Alto, CA 94304	37.4334,-122.1842		DOC#580			
581	Palo Alto, CA 94304	37.4334,-122.1842		DOC#581		5.0	4.0
582	Palo Alto, CA 94304	37.4334,-122.1842	4.2	DOC#582		5.0	3.5
583	Palo Alto, CA 94304	37.4334,-122.1842		DOC#583			
584	Palo Alto, CA 94304	37.4334,-122.1842		DOC#584		5.0	4.0
585	Palo Alto, CA 94304	37.4334,-122.1842	4.8	DOC#585			
586	Palo Alto, CA 94304	37.4334,-122.1842	4.4	DOC#586	3.0	4.0	3.5
587	Palo Alto, CA 94304	37.4334,-122.1842	4.3	DOC#587			
588	Palo Alto, CA 94304	37.4334,-122.1842		DOC#588			
589	Palo Alto, CA 94304	37.4334,-122.1842		DOC#589			
590	Palo Alto, CA 94304	37.4334,-122.1842	4.3	DOC#590			3.5
591	Palo Alto, CA 94304	37.4334,-122.1842		DOC#591			
592	Palo Alto, CA 94304	37.4334,-122.1842		DOC#592		4.0	3.5
593	Palo Alto, CA 94304	37.4334,-122.1842		DOC#593		4.0	3.5
594	Palo Alto, CA 94304	37.4334,-122.1842		DOC#594	5.0	4.0	3.0
595	Palo Alto, CA 94304	37.4334,-122.1842		DOC#595		5.0	
596	Palo Alto, CA 94304	37.4334,-122.1842		DOC#596			
597	Palo Alto, CA 94304	37.4334,-122.1842	4.6	DOC#597	3.7	4.0	3.5
598	Palo Alto, CA 94304	37.4334,-122.1842	3.7	DOC#598		5.0	
599	Palo Alto, CA 94304	37.4334,-122.1842		DOC#599			
600	Palo Alto, CA 94304	37.4334,-122.1842		DOC#600			
601	Menlo Park, CA 94025	37.4396,-122.1864	3.3	DOC#601		5.0	
602	Sausalito, CA 94965	37.8601,-122.4946	2.4	DOC#602	3.0		
603	Sausalito, CA 94965	37.8601,-122.4946		DOC#603			
604	Sausalito, CA 94965	37.8601,-122.4946	4.8	DOC#604	5.0	5.0	3.0
605	Sausalito, CA 94965	37.8601,-122.4946	2.8	DOC#605	2.3	3.0	2.5
606	Sausalito, CA 94965	37.8601,-122.4946	2.9	DOC#606	2.1	2.0	2.5
607	Sausalito, CA 94965	37.8601,-122.4946		DOC#607		5.0	4.0
608	Sausalito, CA 94965	37.8601,-122.4946	2.5	DOC#608	3.8	1.0	
609	Mill Valley, CA 94941	37.8958,-122.5339		DOC#609			
610	Mill Valley, CA 94941	37.8958,-122.5339		DOC#610			
611	Mill Valley, CA 94941	37.8958,-122.5339		DOC#611			
612	Mill Valley, CA 94941	37.8958,-122.5339		DOC#612		4.0	4.0
613	Mill Valley, CA 94941	37.8958,-122.5339		DOC#613			4.0
614	Mill Valley, CA 94941	37.8958,-122.5339		DOC#614			
615	Mill Valley, CA 94941	37.8958,-122.5339		DOC#615			
616	Mill Valley, CA 94941	37.8958,-122.5339		DOC#616		5.0	4.0
617	Mill Valley, CA 94941	37.8958,-122.5339	3.8	DOC#617		5.0	4.0
618	Mill Valley, CA 94941	37.8958,-122.5339	4.2	DOC#618			4.0
619	Mill Valley, CA 94941	37.8958,-122.5339		DOC#619			2.5
620	Mill Valley, CA 94941	37.8958,-122.5339		DOC#620			
621	Mill Valley, CA 94941	37.8958,-122.5339		DOC#621			4.0
622	Mill Valley, CA 94941	37.8958,-122.5339		DOC#622		5.0	4.0
